Entity,Year,cum_sum_regions,global_share_land_use_extent,foraging,extensive_agriculture,intensive_agriculture,pastoralism,urban,foraging_onset_date,foraging_decline_date,extensive_agriculture_onset,extensive_agriculture_decline,pastoralism_onset,pastoralism_decline,intensive_agriculture_onset,intensive_agriculture_decline,urban_onset,urban_decline
Afghanistan,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Afghanistan,-6000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Afghanistan,-4000,,,Common,Common,,Common,Absent,,,,,,,,,,
Afghanistan,-2000,,,Minimal,Common,Minimal,Widespread,Present,,,,,,,,,,
Afghanistan,-1000,,,Minimal,Common,Minimal,Widespread,Absent,,,,,,,,,,
Afghanistan,0,,,Minimal,Common,Common,Widespread,Present,-8000.0,-4000.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0,-2000.0,1900.0
Afghanistan,1000,,,,Common,Common,Widespread,Present,,,,,,,,,,
Afghanistan,1500,,,,Common,Common,Widespread,Present,,,,,,,,,,
Afghanistan,1750,,,,Common,Common,Widespread,Present,,,,,,,,,,
Afghanistan,1850,,,,Common,Common,Widespread,Present,,,,,,,,,,
Albania,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Albania,-6000,,,Common,Common,,Common,Absent,,,,,,,,,,
Albania,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Albania,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Albania,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Albania,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Albania,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Albania,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Albania,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Albania,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Algeria,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Algeria,-6000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Algeria,-4000,,,Common,Minimal,,Common,Absent,,,,,,,,,,
Algeria,-2000,,,Minimal,Minimal,,Widespread,Absent,,,,,,,,,,
Algeria,-1000,,,,Common,,Minimal,Absent,,,,,,,,,,
Algeria,0,,,,Common,,Minimal,Split,,,,,,,,,,
Algeria,1000,,,,Common,,Minimal,Present,,,,,,,,,,
Algeria,1500,,,,Common,,Minimal,Present,,,,,,,,,,
Algeria,1750,,,,Common,,Minimal,Split,,,,,,,,,,
Algeria,1850,,,,Common,,Minimal,Split,,,,,,,,,,
Angola,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Angola,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Angola,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Angola,-2000,,,Widespread,,,,Absent,,,,,,,,,,
Angola,-1000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Angola,0,,,Widespread,Common,,Minimal,Absent,-8000.0,1550.0,0.0,1900.0,1000.0,1900.0,1800.0,1900.0,1550.0,1900.0
Angola,1000,,,Widespread,Common,,Common,Absent,,,,,,,,,,
Angola,1500,,,Common,Widespread,Minimal,Common,Present,,,,,,,,,,
Angola,1750,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Angola,1850,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Antigua and Barbuda,-8000,,,,,,,Absent,,,,,,,,,,
Antigua and Barbuda,-6000,,,Minimal,,,,Absent,,,,,,,,,,
Antigua and Barbuda,-4000,,,Minimal,,,,Absent,,,,,,,,,,
Antigua and Barbuda,-2000,,,Common,Minimal,,,Absent,,,,,,,,,,
Antigua and Barbuda,-1000,,,Common,Minimal,,,Absent,,,,,,,,,,
Antigua and Barbuda,0,,,Widespread,Common,,,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Antigua and Barbuda,1000,,,Widespread,Common,,,Absent,,,,,,,,,,
Antigua and Barbuda,1500,,,Widespread,Common,Minimal,,Absent,,,,,,,,,,
Antigua and Barbuda,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Antigua and Barbuda,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Armenia,-8000,,,Common,,,Minimal,Absent,,,,,,,,,,
Armenia,-6000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Armenia,-4000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Armenia,-2000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Armenia,-1000,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Armenia,0,,,Common,Common,Common,Widespread,Present,-8000.0,1000.0,-6000.0,1000.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Armenia,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Armenia,1500,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Armenia,1750,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Armenia,1850,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Aruba,-8000,,,,,,,Absent,,,,,,,,,,
Aruba,-6000,,,Minimal,,,,Absent,,,,,,,,,,
Aruba,-4000,,,Minimal,,,,Absent,,,,,,,,,,
Aruba,-2000,,,Common,Minimal,,,Absent,,,,,,,,,,
Aruba,-1000,,,Common,Minimal,,,Absent,,,,,,,,,,
Aruba,0,,,Widespread,Common,,,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Aruba,1000,,,Widespread,Common,,,Absent,,,,,,,,,,
Aruba,1500,,,Widespread,Common,Minimal,,Absent,,,,,,,,,,
Aruba,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Aruba,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Australia,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Australia,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Australia,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Australia,-2000,,,Widespread,,,,Absent,,,,,,,,,,
Australia,-1000,,,Widespread,,,,Absent,,,,,,,,,,
Australia,0,,,Widespread,,,,Absent,-8000.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0
Australia,1000,,,Widespread,,,,Absent,,,,,,,,,,
Australia,1500,,,Widespread,,,,Absent,,,,,,,,,,
Australia,1750,,,Widespread,,,,Absent,,,,,,,,,,
Australia,1850,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Austria,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Austria,-6000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Austria,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Austria,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Austria,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Austria,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1550.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Austria,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Austria,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Austria,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Austria,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Azerbaijan,-8000,,,Common,,,Minimal,Absent,,,,,,,,,,
Azerbaijan,-6000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Azerbaijan,-4000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Azerbaijan,-2000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Azerbaijan,-1000,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Azerbaijan,0,,,Common,Common,Common,Widespread,Present,-8000.0,1000.0,-6000.0,1000.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Azerbaijan,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Azerbaijan,1500,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Azerbaijan,1750,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Azerbaijan,1850,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Bahamas,-8000,,,,,,,Absent,,,,,,,,,,
Bahamas,-6000,,,Minimal,,,,Absent,,,,,,,,,,
Bahamas,-4000,,,Minimal,,,,Absent,,,,,,,,,,
Bahamas,-2000,,,Common,Minimal,,,Absent,,,,,,,,,,
Bahamas,-1000,,,Common,Minimal,,,Absent,,,,,,,,,,
Bahamas,0,,,Widespread,Common,,,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Bahamas,1000,,,Widespread,Common,,,Absent,,,,,,,,,,
Bahamas,1500,,,Widespread,Common,Minimal,,Absent,,,,,,,,,,
Bahamas,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Bahamas,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Bangladesh,-8000,,,Common,,,,Absent,,,,,,,,,,
Bangladesh,-6000,,,Common,,,,Absent,,,,,,,,,,
Bangladesh,-4000,,,Common,,,,Absent,,,,,,,,,,
Bangladesh,-2000,,,Common,Minimal,,Minimal,Absent,,,,,,,,,,
Bangladesh,-1000,,,Common,Minimal,Common,Common,Absent,,,,,,,,,,
Bangladesh,0,,,Common,Minimal,Common,Common,Split,,,,,,,,,,
Bangladesh,1000,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Bangladesh,1500,,,Minimal,Minimal,Widespread,Common,Present,,,,,,,,,,
Bangladesh,1750,,,Minimal,Minimal,Widespread,Common,Present,,,,,,,,,,
Bangladesh,1850,,,Minimal,Minimal,Widespread,Common,Present,,,,,,,,,,
Barbados,-8000,,,,,,,Absent,,,,,,,,,,
Barbados,-6000,,,Minimal,,,,Absent,,,,,,,,,,
Barbados,-4000,,,Minimal,,,,Absent,,,,,,,,,,
Barbados,-2000,,,Common,Minimal,,,Absent,,,,,,,,,,
Barbados,-1000,,,Common,Minimal,,,Absent,,,,,,,,,,
Barbados,0,,,Widespread,Common,,,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Barbados,1000,,,Widespread,Common,,,Absent,,,,,,,,,,
Barbados,1500,,,Widespread,Common,Minimal,,Absent,,,,,,,,,,
Barbados,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Barbados,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Belarus,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Belarus,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Belarus,-4000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Belarus,-2000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Belarus,-1000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Belarus,0,,,Common,Common,Common,Widespread,Present,-8000.0,1000.0,-2000.0,1900.0,-2000.0,1900.0,0.0,1900.0,0.0,1900.0
Belarus,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Belarus,1500,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Belarus,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Belarus,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Belgium,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Belgium,-6000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Belgium,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Belgium,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Belgium,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Belgium,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1550.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Belgium,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Belgium,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Belgium,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Belgium,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Benin,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Benin,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Benin,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Benin,-2000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Benin,-1000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Benin,0,,,Widespread,Common,,Minimal,Present,-8000.0,1900.0,0.0,1000.0,1000.0,1900.0,1000.0,1900.0,0.0,1900.0
Benin,1000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Benin,1500,,,Common,Minimal,Common,Common,Present,,,,,,,,,,
Benin,1750,,,Common,Minimal,Common,Common,Present,,,,,,,,,,
Benin,1850,,,Common,Minimal,Widespread,Common,Present,,,,,,,,,,
Bhutan,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Bhutan,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Bhutan,-4000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Bhutan,-2000,,,Widespread,Common,,,Absent,,,,,,,,,,
Bhutan,-1000,,,Common,Common,,,Absent,,,,,,,,,,
Bhutan,0,,,Common,Common,Minimal,Minimal,Split,,,,,,,,,,
Bhutan,1000,,,Minimal,Widespread,Common,Minimal,Present,,,,,,,,,,
Bhutan,1500,,,Minimal,Widespread,Common,Minimal,Present,,,,,,,,,,
Bhutan,1750,,,Minimal,Widespread,Common,Minimal,Present,,,,,,,,,,
Bhutan,1850,,,Minimal,Widespread,Common,Minimal,Present,,,,,,,,,,
Bosnia and Herzegovina,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Bosnia and Herzegovina,-6000,,,Common,Common,,Common,Absent,,,,,,,,,,
Bosnia and Herzegovina,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Bosnia and Herzegovina,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Bosnia and Herzegovina,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Bosnia and Herzegovina,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Bosnia and Herzegovina,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Bosnia and Herzegovina,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Bosnia and Herzegovina,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Bosnia and Herzegovina,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Botswana,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Botswana,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Botswana,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Botswana,-2000,,,Widespread,,,,Absent,,,,,,,,,,
Botswana,-1000,,,Widespread,,,,Absent,,,,,,,,,,
Botswana,0,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Botswana,1000,,,Common,Common,Minimal,Common,Present,,,,,,,,,,
Botswana,1500,,,Common,Common,Minimal,Common,Present,,,,,,,,,,
Botswana,1750,,,Common,Common,Minimal,Common,Present,,,,,,,,,,
Botswana,1850,,,Common,Common,Minimal,Widespread,Present,,,,,,,,,,
Brazil,-8000,,,Minimal,,,,Absent,,,,,,,,,,
Brazil,-6000,,,Common,,,,Absent,,,,,,,,,,
Brazil,-4000,,,Common,Minimal,,,Absent,,,,,,,,,,
Brazil,-2000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Brazil,-1000,,,Widespread,Common,Minimal,,Absent,,,,,,,,,,
Brazil,0,,,Widespread,Common,Minimal,,Absent,-6000.0,1900.0,-1000.0,1900.0,1900.0,1900.0,1000.0,1800.0,1000.0,1900.0
Brazil,1000,,,Common,Common,Common,,Present,,,,,,,,,,
Brazil,1500,,,Widespread,Common,Minimal,,Present,,,,,,,,,,
Brazil,1750,,,Common,Common,Common,Minimal,Present,,,,,,,,,,
Brazil,1850,,,Common,Common,Minimal,Common,Present,,,,,,,,,,
Bulgaria,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Bulgaria,-6000,,,Widespread,Common,Minimal,Common,Absent,,,,,,,,,,
Bulgaria,-4000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Bulgaria,-2000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Bulgaria,-1000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Bulgaria,0,,,Common,Minimal,Widespread,Widespread,Present,-8000.0,1000.0,-6000.0,1000.0,-6000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Bulgaria,1000,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Bulgaria,1500,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Bulgaria,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Bulgaria,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Burkina Faso,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Burkina Faso,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Burkina Faso,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Burkina Faso,-2000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Burkina Faso,-1000,,,Widespread,Common,,,Absent,,,,,,,,,,
Burkina Faso,0,,,Common,Widespread,Minimal,Common,Split,-8000.0,1550.0,-1000.0,0.0,0.0,1900.0,1000.0,1900.0,1000.0,1900.0
Burkina Faso,1000,,,Common,Minimal,Common,Common,Present,,,,,,,,,,
Burkina Faso,1500,,,Common,Minimal,Common,Widespread,Present,,,,,,,,,,
Burkina Faso,1750,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Burkina Faso,1850,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Burundi,-8000,,,Minimal,,,,Absent,,,,,,,,,,
Burundi,-6000,,,Minimal,,,,Absent,,,,,,,,,,
Burundi,-4000,,,Common,,,,Absent,,,,,,,,,,
Burundi,-2000,,,Common,,,Minimal,Absent,,,,,,,,,,
Burundi,-1000,,,Common,,,Common,Absent,,,,,,,,,,
Burundi,0,,,Common,Common,Minimal,Common,Present,-4000.0,1000.0,0.0,1900.0,-1000.0,1900.0,1550.0,1900.0,0.0,1900.0
Burundi,1000,,,Common,Common,Minimal,Common,Present,,,,,,,,,,
Burundi,1500,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Burundi,1750,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Burundi,1850,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Cambodia,-8000,,,Common,,,,Absent,,,,,,,,,,
Cambodia,-6000,,,Common,,,,Absent,,,,,,,,,,
Cambodia,-4000,,,Common,,,,Absent,,,,,,,,,,
Cambodia,-2000,,,Common,Minimal,,,Absent,,,,,,,,,,
Cambodia,-1000,,,Common,Common,,,Absent,,,,,,,,,,
Cambodia,0,,,Minimal,Common,Common,,Absent,,,,,,,,,,
Cambodia,1000,,,Minimal,Common,Common,,Present,,,,,,,,,,
Cambodia,1500,,,Minimal,Widespread,Widespread,,Present,,,,,,,,,,
Cambodia,1750,,,Minimal,Widespread,Widespread,,Present,,,,,,,,,,
Cambodia,1850,,,Minimal,Widespread,Widespread,,Present,,,,,,,,,,
Cameroon,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Cameroon,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Cameroon,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Cameroon,-2000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Cameroon,-1000,,,Common,Common,,Minimal,Absent,,,,,,,,,,
Cameroon,0,,,Common,Widespread,Minimal,Minimal,Present,-8000.0,1900.0,-1000.0,1900.0,1550.0,1900.0,1000.0,1900.0,0.0,1900.0
Cameroon,1000,,,Common,Widespread,Common,Minimal,Present,,,,,,,,,,
Cameroon,1500,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Cameroon,1750,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Cameroon,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Canada,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Canada,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Canada,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Canada,-2000,,,Widespread,,,,Absent,,,,,,,,,,
Canada,-1000,,,Widespread,,,,Absent,,,,,,,,,,
Canada,0,,,Widespread,,,,Absent,-8000.0,1900.0,1000.0,1000.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Canada,1000,,,Widespread,Common,,,Absent,,,,,,,,,,
Canada,1500,,,Widespread,Minimal,Minimal,,Split,,,,,,,,,,
Canada,1750,,,Widespread,Minimal,Common,,Present,,,,,,,,,,
Canada,1850,,,Widespread,Minimal,Widespread,Common,Present,,,,,,,,,,
Cayman Islands,-8000,,,,,,,Absent,,,,,,,,,,
Cayman Islands,-6000,,,Minimal,,,,Absent,,,,,,,,,,
Cayman Islands,-4000,,,Minimal,,,,Absent,,,,,,,,,,
Cayman Islands,-2000,,,Common,Minimal,,,Absent,,,,,,,,,,
Cayman Islands,-1000,,,Common,Minimal,,,Absent,,,,,,,,,,
Cayman Islands,0,,,Widespread,Common,,,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Cayman Islands,1000,,,Widespread,Common,,,Absent,,,,,,,,,,
Cayman Islands,1500,,,Widespread,Common,Minimal,,Absent,,,,,,,,,,
Cayman Islands,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Cayman Islands,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Central African Republic,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Central African Republic,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Central African Republic,-4000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Central African Republic,-2000,,,Common,,,Common,Absent,,,,,,,,,,
Central African Republic,-1000,,,Minimal,,,Common,Absent,,,,,,,,,,
Central African Republic,0,,,Minimal,Common,,Widespread,Absent,,,,,,,,,,
Central African Republic,1000,,,,Widespread,,Widespread,Split,,,,,,,,,,
Central African Republic,1500,,,Minimal,Common,,Widespread,Present,,,,,,,,,,
Central African Republic,1750,,,Minimal,Common,,Widespread,Present,,,,,,,,,,
Central African Republic,1850,,,Minimal,Common,,Widespread,Present,,,,,,,,,,
Chad,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Chad,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Chad,-4000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Chad,-2000,,,Common,,,Common,Absent,,,,,,,,,,
Chad,-1000,,,Minimal,,,Common,Absent,,,,,,,,,,
Chad,0,,,Minimal,Common,,Widespread,Absent,,,,,,,,,,
Chad,1000,,,,Widespread,,Widespread,Split,,,,,,,,,,
Chad,1500,,,Minimal,Common,,Widespread,Present,,,,,,,,,,
Chad,1750,,,Minimal,Common,,Widespread,Present,,,,,,,,,,
Chad,1850,,,Minimal,Common,,Widespread,Present,,,,,,,,,,
China,-8000,,,Widespread,,,,Absent,,,,,,,,,,
China,-6000,,,Widespread,Common,,,Absent,,,,,,,,,,
China,-4000,,,Common,Widespread,Minimal,,Split,,,,,,,,,,
China,-2000,,,Common,Common,Common,,Present,,,,,,,,,,
China,-1000,,,Minimal,Widespread,Widespread,,Present,,,,,,,,,,
China,0,,,Minimal,Widespread,Widespread,,Present,,,,,,,,,,
China,1000,,,,Common,Widespread,,Present,,,,,,,,,,
China,1500,,,,Common,Widespread,,Present,,,,,,,,,,
China,1750,,,,Common,Widespread,,Present,,,,,,,,,,
China,1850,,,,Minimal,Widespread,,Present,,,,,,,,,,
Congo,-8000,,,Widespread,,,,Absent,,,,,,,,,,
Congo,-6000,,,Widespread,,,,Absent,,,,,,,,,,
Congo,-4000,,,Widespread,,,,Absent,,,,,,,,,,
Congo,-2000,,,Widespread,,,Minimal,Absent,,,,,,,,,,
Congo,-1000,,,Common,Common,,Minimal,Absent,,,,,,,,,,
Congo,0,,,Common,Widespread,Minimal,Minimal,Present,-8000.0,1900.0,-1000.0,1900.0,1550.0,1900.0,1000.0,1900.0,0.0,1900.0
Congo,1000,,,Common,Widespread,Common,Minimal,Present,,,,,,,,,,
Congo,1500,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Congo,1750,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Congo,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Costa Rica,-8000,,,Common,,,,Absent,,,,,,,,,,
Costa Rica,-6000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Costa Rica,-4000,,,Widespread,Minimal,,,Absent,,,,,,,,,,
Costa Rica,-2000,,,Common,Common,,,Absent,,,,,,,,,,
